municipio,crop,month,rank,is_top3,mean_yield,std_yield,high_yield_rate,n_samples,score,recommendation
Asuncion Mita,Pina,9,5,False,86.93,9.66,89.6,48,82.9,secundario
Asuncion Mita,Pina,5,6,False,86.57,9.45,85.4,48,81.42,secundario
Asuncion Mita,Pina,12,7,False,81.72,6.24,93.8,48,80.93,secundario
Asuncion Mita,Pina,11,8,False,82.44,9.4,75.0,48,75.62,secundario
Asuncion Mita,Pina,2,9,False,78.54,5.69,74.5,51,73.12,secundario
Asuncion Mita,Pina,1,10,False,78.13,6.64,68.6,51,71.04,secundario
Asuncion Mita,Pina,3,11,False,77.38,6.57,64.7,51,69.38,secundario
Asuncion Mita,Pina,4,12,False,77.45,7.94,58.3,48,67.45,secundario
Asuncion Mita,Repollo,12,1,True,83.12,8.49,81.2,48,77.98,recomendado
Asuncion Mita,Repollo,11,2,True,82.8,9.21,75.0,48,75.86,recomendado
Asuncion Mita,Repollo,1,3,True,79.66,7.19,76.5,51,74.36,recomendado
Asuncion Mita,Repollo,7,4,False,78.92,8.74,68.8,48,71.48,secundario
Asuncion Mita,Repollo,2,5,False,76.98,6.17,66.7,51,69.73,secundario
Asuncion Mita,Repollo,10,6,False,78.85,10.12,62.5,48,69.5,secundario
Asuncion Mita,Repollo,8,7,False,77.98,10.1,60.4,48,68.31,secundario
Asuncion Mita,Repollo,5,8,False,76.21,10.08,58.3,48,66.53,secundario
Asuncion Mita,Repollo,4,9,False,76.11,8.56,56.2,48,65.92,secundario
Asuncion Mita,Repollo,3,10,False,75.61,6.85,56.9,51,65.86,secundario
Asuncion Mita,Repollo,6,11,False,75.55,9.28,45.8,48,62.4,secundario
Asuncion Mita,Repollo,9,12,False,72.44,8.85,33.3,48,56.64,secundario
Asuncion Mita,Sandia,4,1,True,93.02,5.62,100.0,48,90.18,recomendado
Asuncion Mita,Sandia,3,2,True,88.22,6.1,100.0,51,87.04,recomendado
Asuncion Mita,Sandia,2,3,True,87.56,5.58,100.0,51,86.64,recomendado
Asuncion Mita,Sandia,11,4,False,89.23,6.7,95.8,48,86.41,secundario
Asuncion Mita,Sandia,12,5,False,87.44,7.18,97.9,48,85.85,secundario
Asuncion Mita,Sandia,5,6,False,90.08,9.54,91.7,48,85.57,secundario
Asuncion Mita,Sandia,1,7,False,87.14,5.6,96.1,51,85.19,secundario
Asuncion Mita,Sandia,7,8,False,89.79,10.65,87.5,48,84.08,secundario
Asuncion Mita,Sandia,8,9,False,88.77,11.32,83.3,48,82.13,secundario
Asuncion Mita,Sandia,9,10,False,81.15,8.61,79.2,48,76.07,secundario
Asuncion Mita,Sandia,10,11,False,82.59,11.48,70.8,48,74.36,secundario
Asuncion Mita,Sandia,6,12,False,81.52,9.86,68.8,48,73.12,secundario
Asuncion Mita,Sorgo,5,1,True,91.39,7.59,100.0,48,89.02,recomendado
Asuncion Mita,Sorgo,7,2,True,92.11,8.14,95.8,48,88.21,recomendado
Asuncion Mita,Sorgo,4,3,True,90.19,7.47,95.8,48,87.0,recomendado
Asuncion Mita,Sorgo,11,4,False,88.77,6.99,95.8,48,86.1,secundario
Asuncion Mita,Sorgo,8,5,False,90.52,9.73,91.7,48,85.85,secundario
Asuncion Mita,Sorgo,12,6,False,86.63,7.04,95.8,48,84.71,secundario
Asuncion Mita,Sorgo,2,7,False,85.28,7.41,94.1,51,83.29,secundario
Asuncion Mita,Sorgo,10,8,False,86.72,10.27,83.3,48,80.86,secundario
Asuncion Mita,Sorgo,3,9,False,83.25,6.58,90.2,51,80.84,secundario
Asuncion Mita,Sorgo,1,10,False,84.84,7.42,86.3,51,80.65,secundario
Asuncion Mita,Sorgo,9,11,False,85.14,10.44,79.2,48,78.57,secundario
Asuncion Mita,Sorgo,6,12,False,85.36,11.32,75.0,48,77.42,secundario
Asuncion Mita,Soya,7,1,True,92.64,6.39,97.9,48,89.27,recomendado
Asuncion Mita,Soya,5,2,True,90.84,7.94,97.9,48,88.02,recomendado
Asuncion Mita,Soya,8,3,True,91.7,8.19,95.8,48,87.95,recomendado
Asuncion Mita,Soya,10,4,False,90.08,8.55,93.8,48,86.25,secundario
Asuncion Mita,Soya,6,5,False,89.02,8.18,93.8,48,85.58,secundario
Asuncion Mita,Soya,9,6,False,87.58,9.19,95.8,48,85.21,secundario
Asuncion Mita,Soya,11,7,False,87.07,7.79,95.8,48,84.95,secundario
Asuncion Mita,Soya,4,8,False,84.92,8.34,89.6,48,81.65,secundario
Asuncion Mita,Soya,12,9,False,82.81,7.05,85.4,48,79.1,secundario
Asuncion Mita,Soya,1,10,False,80.63,5.95,84.3,51,77.41,secundario
Asuncion Mita,Soya,2,11,False,80.1,6.01,78.4,51,75.3,secundario
Asuncion Mita,Soya,3,12,False,78.75,7.5,66.7,51,70.81,secundario
Asuncion Mita,Tomate,12,1,True,90.82,6.5,100.0,48,88.71,recomendado
Asuncion Mita,Tomate,11,2,True,91.28,7.0,97.9,48,88.36,recomendado
Asuncion Mita,Tomate,1,3,True,89.2,5.53,100.0,51,87.71,recomendado
Asuncion Mita,Tomate,4,4,False,90.46,6.39,95.8,48,87.23,secundario
Asuncion Mita,Tomate,2,5,False,87.67,7.19,96.1,51,85.45,secundario
Asuncion Mita,Tomate,7,6,False,88.77,9.93,91.7,48,84.71,secundario
Asuncion Mita,Tomate,5,7,False,88.14,9.1,91.7,48,84.34,secundario
Asuncion Mita,Tomate,3,8,False,85.48,7.92,90.2,51,82.23,secundario
Asuncion Mita,Tomate,8,9,False,85.51,10.06,85.4,48,80.71,secundario
Asuncion Mita,Tomate,10,10,False,83.23,10.58,77.1,48,76.7,secundario
Asuncion Mita,Tomate,6,11,False,80.66,9.73,70.8,48,73.2,secundario
Asuncion Mita,Tomate,9,12,False,79.26,9.31,64.6,48,70.43,secundario
Asuncion Mita,Trigo,12,1,True,89.81,6.67,100.0,48,88.04,recomendado
Asuncion Mita,Trigo,1,2,True,88.69,6.8,98.0,51,86.72,recomendado
Asuncion Mita,Trigo,2,3,True,86.68,6.86,98.0,51,85.41,recomendado
Asuncion Mita,Trigo,11,4,False,88.6,8.62,93.8,48,85.28,secundario
Asuncion Mita,Trigo,3,5,False,84.74,5.89,98.0,51,84.2,secundario
Asuncion Mita,Trigo,4,6,False,87.82,8.14,91.7,48,84.18,secundario
Asuncion Mita,Trigo,7,7,False,85.85,10.89,85.4,48,80.88,secundario
Asuncion Mita,Trigo,5,8,False,83.36,10.95,75.0,48,76.13,secundario
Asuncion Mita,Trigo,8,9,False,83.5,11.52,72.9,48,75.58,secundario
Asuncion Mita,Trigo,10,10,False,78.98,12.4,56.2,48,67.59,secundario
Asuncion Mita,Trigo,6,11,False,75.01,11.71,47.9,48,62.55,secundario
Asuncion Mita,Trigo,9,12,False,73.98,9.57,43.8,48,60.73,secundario
Asuncion Mita,Yuca,7,1,True,92.86,7.28,97.9,48,89.37,recomendado
Asuncion Mita,Yuca,8,2,True,91.16,8.33,95.8,48,87.59,recomendado
Asuncion Mita,Yuca,6,3,True,90.88,8.3,95.8,48,87.41,recomendado
Asuncion Mita,Yuca,10,4,False,89.67,9.48,93.8,48,85.93,secundario
Asuncion Mita,Yuca,5,5,False,89.81,9.97,87.5,48,84.13,secundario
Asuncion Mita,Yuca,9,6,False,87.45,10.04,87.5,48,82.59,secundario
Asuncion Mita,Yuca,11,7,False,83.7,8.63,85.4,48,79.6,secundario
Asuncion Mita,Yuca,12,8,False,81.3,5.5,87.5,48,78.82,secundario
Asuncion Mita,Yuca,2,9,False,80.45,6.47,74.5,51,74.32,secundario
Asuncion Mita,Yuca,3,10,False,78.01,7.51,76.5,51,73.27,secundario
Asuncion Mita,Yuca,1,11,False,78.65,5.96,74.5,51,73.18,secundario
Asuncion Mita,Yuca,4,12,False,80.28,9.3,70.8,48,72.97,secundario
Asuncion Mita,Zanahoria,12,1,True,86.89,6.89,95.8,48,84.89,recomendado
Asuncion Mita,Zanahoria,1,2,True,84.64,6.95,94.1,51,82.91,recomendado
Asuncion Mita,Zanahoria,11,3,True,85.66,8.07,91.7,48,82.78,recomendado
Asuncion Mita,Zanahoria,2,4,False,82.37,6.78,90.2,51,80.26,secundario
Asuncion Mita,Zanahoria,4,5,False,81.77,7.51,87.5,48,79.03,secundario
Asuncion Mita,Zanahoria,3,6,False,80.06,5.62,82.4,51,76.47,secundario
Asuncion Mita,Zanahoria,7,7,False,82.07,12.17,75.0,48,75.24,secundario
Asuncion Mita,Zanahoria,8,8,False,81.63,11.08,70.8,48,73.76,secundario
Asuncion Mita,Zanahoria,10,9,False,79.1,11.01,60.4,48,68.99,secundario
Asuncion Mita,Zanahoria,5,10,False,78.32,10.33,56.2,48,67.27,secundario
Asuncion Mita,Zanahoria,6,11,False,74.04,10.03,47.9,48,62.0,secundario
Asuncion Mita,Zanahoria,9,12,False,72.1,8.24,33.3,48,56.45,secundario
Asuncion Mita,Zucchini,12,1,True,89.16,6.52,97.9,48,87.0,recomendado
Asuncion Mita,Zucchini,4,2,True,89.15,6.46,97.9,48,87.0,recomendado
Asuncion Mita,Zucchini,11,3,True,88.8,7.92,95.8,48,86.07,recomendado
Asuncion Mita,Zucchini,5,4,False,86.87,8.98,91.7,48,83.52,secundario
Asuncion Mita,Zucchini,1,5,False,85.92,6.15,92.2,51,83.19,secundario
Asuncion Mita,Zucchini,7,6,False,87.41,10.45,89.6,48,83.17,secundario
Asuncion Mita,Zucchini,8,7,False,88.52,10.91,85.4,48,82.62,secundario
Asuncion Mita,Zucchini,2,8,False,85.43,7.79,88.2,51,81.61,secundario
Asuncion Mita,Zucchini,3,9,False,83.13,7.28,88.2,51,80.14,secundario
Asuncion Mita,Zucchini,10,10,False,84.66,10.25,77.1,48,77.64,secundario
Asuncion Mita,Zucchini,9,11,False,80.83,9.69,68.8,48,72.68,secundario
Asuncion Mita,Zucchini,6,12,False,80.05,10.72,64.6,48,70.87,secundario
Ayutla,Aguacate,11,1,True,88.15,8.6,89.6,48,83.74,recomendado
Ayutla,Aguacate,12,2,True,82.73,8.48,85.4,48,78.97,recomendado
Ayutla,Aguacate,7,3,True,81.95,8.75,77.1,48,75.95,recomendado
Ayutla,Aguacate,4,4,False,81.72,10.15,70.8,48,73.86,secundario
Ayutla,Aguacate,10,5,False,78.85,7.41,70.8,48,72.13,secundario
Ayutla,Aguacate,5,6,False,76.97,7.29,64.6,48,69.04,secundario
Ayutla,Aguacate,9,7,False,75.78,6.24,58.3,48,66.44,secundario
Ayutla,Aguacate,8,8,False,76.54,8.46,54.2,48,65.57,secundario
Ayutla,Aguacate,6,9,False,75.75,6.7,50.0,48,63.9,secundario
Ayutla,Aguacate,1,10,False,74.82,8.36,49.0,51,62.92,secundario
Ayutla,Aguacate,2,11,False,74.11,7.56,49.0,51,62.5,secundario
Ayutla,Aguacate,3,12,False,74.04,8.19,41.2,51,60.07,secundario
Ayutla,Arroz,7,1,True,91.85,7.65,97.9,48,88.69,recomendado
Ayutla,Arroz,8,2,True,87.28,8.99,91.7,48,83.78,recomendado
Ayutla,Arroz,9,3,True,84.86,6.96,93.8,48,82.94,recomendado
Ayutla,Arroz,10,4,False,85.09,7.72,91.7,48,82.42,secundario
Ayutla,Arroz,11,5,False,86.03,9.89,87.5,48,81.68,secundario
Ayutla,Arroz,5,6,False,82.72,6.86,89.6,48,80.3,secundario
Ayutla,Arroz,6,7,False,81.79,6.14,87.5,48,79.11,secundario
Ayutla,Arroz,4,8,False,74.66,11.21,50.0,48,62.97,secundario
Ayutla,Arroz,12,9,False,73.72,6.75,41.7,48,60.08,secundario
Ayutla,Arroz,1,10,False,68.69,6.31,15.7,51,49.04,secundario
Ayutla,Arroz,3,11,False,67.21,7.01,17.6,51,48.63,secundario
Ayutla,Arroz,2,12,False,64.5,6.98,9.8,51,44.52,secundario
Ayutla,Avena,12,1,True,83.04,7.3,85.4,48,79.24,recomendado
Ayutla,Avena,4,2,True,78.93,8.66,68.8,48,71.49,recomendado
Ayutla,Avena,1,3,True,78.61,7.82,66.7,51,70.7,recomendado
Ayutla,Avena,3,4,False,77.52,7.45,62.7,51,68.84,secundario
Ayutla,Avena,11,5,False,77.05,12.37,54.2,48,65.71,secundario
Ayutla,Avena,2,6,False,75.01,7.11,47.1,51,62.52,secundario
Ayutla,Avena,5,7,False,66.92,8.92,18.8,48,48.68,secundario
Ayutla,Avena,7,8,False,63.58,8.82,10.4,48,44.01,secundario
Ayutla,Avena,6,9,False,63.49,6.07,4.2,48,42.22,secundario
Ayutla,Avena,10,10,False,63.21,6.06,4.2,48,42.04,secundario
Ayutla,Avena,8,11,False,62.94,7.21,4.2,48,41.8,secundario
Ayutla,Avena,9,12,False,62.97,6.79,2.1,48,41.22,secundario
Ayutla,Banano,7,1,True,91.17,9.88,91.7,48,86.26,recomendado
Ayutla,Banano,11,2,True,88.48,9.33,93.8,48,85.17,recomendado
Ayutla,Banano,9,3,True,84.12,7.11,95.8,48,83.08,recomendado
Ayutla,Banano,10,4,False,84.99,7.82,93.8,48,82.98,secundario
Ayutla,Banano,8,5,False,86.29,9.69,89.6,48,82.48,secundario
Ayutla,Banano,5,6,False,84.2,7.95,87.5,48,80.58,secundario
Ayutla,Banano,6,7,False,81.35,6.44,83.3,48,77.55,secundario
Ayutla,Banano,12,8,False,76.66,7.24,56.2,48,66.34,secundario
Ayutla,Banano,4,9,False,76.01,11.89,45.8,48,62.57,secundario
Ayutla,Banano,1,10,False,70.53,7.45,29.4,51,54.3,secundario
Ayutla,Banano,2,11,False,68.32,6.5,15.7,51,48.79,secundario
Ayutla,Banano,3,12,False,68.61,6.63,11.8,51,47.79,secundario
Ayutla,Berenjena,12,1,True,90.46,8.06,95.8,48,87.14,recomendado
Ayutla,Berenjena,4,2,True,89.96,7.95,93.8,48,86.2,recomendado
Ayutla,Berenjena,3,3,True,87.02,7.66,94.1,51,84.42,recomendado
Ayutla,Berenjena,2,4,False,85.49,7.55,94.1,51,83.43,secundario
Ayutla,Berenjena,1,5,False,85.46,7.17,92.2,51,82.84,secundario
Ayutla,Berenjena,11,6,False,86.32,11.01,83.3,48,80.56,secundario
Ayutla,Berenjena,5,7,False,79.8,8.41,66.7,48,71.45,secundario
Ayutla,Berenjena,7,8,False,77.4,7.93,58.3,48,67.41,secundario
Ayutla,Berenjena,10,9,False,75.25,6.53,56.2,48,65.46,secundario
Ayutla,Berenjena,9,10,False,75.32,5.41,50.0,48,63.69,secundario
Ayutla,Berenjena,8,11,False,74.8,6.25,45.8,48,62.06,secundario
Ayutla,Berenjena,6,12,False,74.76,6.21,43.8,48,61.41,secundario
Ayutla,Brocoli,12,1,True,77.14,6.65,62.5,48,68.56,recomendado
Ayutla,Brocoli,4,2,True,73.24,9.68,43.8,48,60.25,recomendado
Ayutla,Brocoli,11,3,True,74.12,11.32,41.7,48,60.11,recomendado
Ayutla,Brocoli,1,4,False,73.39,7.95,39.2,51,59.07,secundario
Ayutla,Brocoli,3,5,False,71.6,8.25,37.3,51,57.3,secundario
Ayutla,Brocoli,2,6,False,69.94,6.3,23.5,51,52.21,secundario
Ayutla,Brocoli,10,7,False,65.89,8.22,14.6,48,46.79,secundario
Ayutla,Brocoli,9,8,False,63.4,7.61,6.2,48,42.7,secundario
Ayutla,Brocoli,7,9,False,62.89,7.11,4.2,48,41.77,secundario
Ayutla,Brocoli,8,10,False,62.74,6.76,4.2,48,41.7,secundario
Ayutla,Brocoli,5,11,False,61.05,8.23,6.2,48,41.15,secundario
Ayutla,Brocoli,6,12,False,61.61,6.04,2.1,48,40.37,secundario
Ayutla,Cacao,7,1,True,87.35,10.73,83.3,48,81.24,recomendado
Ayutla,Cacao,8,2,True,79.86,11.47,62.5,48,70.09,recomendado
Ayutla,Cacao,10,3,True,78.76,10.43,58.3,48,68.17,recomendado
Ayutla,Cacao,11,4,False,79.11,10.85,56.2,48,67.75,secundario
Ayutla,Cacao,9,5,False,75.59,8.76,56.2,48,65.57,secundario
Ayutla,Cacao,6,6,False,74.45,6.18,47.9,48,62.46,secundario
Ayutla,Cacao,5,7,False,73.81,8.09,39.6,48,59.44,secundario
Ayutla,Cacao,4,8,False,68.25,10.87,22.9,48,50.69,secundario
Ayutla,Cacao,12,9,False,65.41,7.31,10.4,48,45.28,secundario
Ayutla,Cacao,1,10,False,61.2,5.8,0.0,51,39.49,secundario
Ayutla,Cacao,3,11,False,59.45,7.44,0.0,51,38.27,secundario
Ayutla,Cacao,2,12,False,57.55,6.18,0.0,51,37.1,secundario
Ayutla,Cafe,11,1,True,82.67,10.26,77.1,48,76.35,recomendado
Ayutla,Cafe,7,2,True,79.9,10.83,64.6,48,70.77,recomendado
Ayutla,Cafe,10,3,True,77.19,8.49,54.2,48,66.0,recomendado
Ayutla,Cafe,8,4,False,75.24,9.96,43.8,48,61.54,secundario
Ayutla,Cafe,4,5,False,71.16,10.93,39.6,48,57.59,secundario
Ayutla,Cafe,6,6,False,72.85,4.78,33.3,48,57.12,secundario
Ayutla,Cafe,9,7,False,72.82,7.28,33.3,48,56.97,secundario
Ayutla,Cafe,5,8,False,70.99,9.37,22.9,48,52.55,secundario
Ayutla,Cafe,12,9,False,69.68,6.98,18.8,48,50.57,secundario
Ayutla,Cafe,1,10,False,66.77,5.26,5.9,51,44.91,secundario
Ayutla,Cafe,2,11,False,64.93,7.22,7.8,51,44.19,secundario
Ayutla,Cafe,3,12,False,65.18,5.78,3.9,51,43.26,secundario
Ayutla,Camote,4,1,True,87.84,6.63,100.0,48,86.76,recomendado
Ayutla,Camote,11,2,True,86.74,9.9,89.6,48,82.76,recomendado
Ayutla,Camote,3,3,True,82.16,8.85,82.4,51,77.67,recomendado
Ayutla,Camote,12,4,False,83.23,8.75,79.2,48,77.41,secundario
Ayutla,Camote,1,5,False,78.59,6.89,70.6,51,71.92,secundario
Ayutla,Camote,2,6,False,79.08,8.41,66.7,51,70.98,secundario
Ayutla,Camote,5,7,False,77.85,10.27,66.7,48,70.09,secundario
Ayutla,Camote,7,8,False,78.25,9.73,58.3,48,67.88,secundario
Ayutla,Camote,8,9,False,74.78,7.27,45.8,48,61.99,secundario
Ayutla,Camote,6,10,False,73.2,5.88,47.9,48,61.66,secundario
Ayutla,Camote,10,11,False,74.91,6.49,43.8,48,61.49,secundario
Ayutla,Camote,9,12,False,72.98,6.15,41.7,48,59.63,secundario
Ayutla,Cana de azucar,7,1,True,87.85,8.47,97.9,48,86.05,recomendado
Ayutla,Cana de azucar,11,2,True,89.66,9.62,91.7,48,85.3,recomendado
Ayutla,Cana de azucar,5,3,True,85.4,7.62,93.8,48,83.25,recomendado
Ayutla,Cana de azucar,10,4,False,83.75,7.87,91.7,48,81.54,secundario
Ayutla,Cana de azucar,4,5,False,85.45,9.57,85.4,48,80.69,secundario
Ayutla,Cana de azucar,8,6,False,83.35,8.12,85.4,48,79.4,secundario
Ayutla,Cana de azucar,6,7,False,81.0,5.63,89.6,48,79.24,secundario
Ayutla,Cana de azucar,9,8,False,80.12,6.22,81.2,48,76.14,secundario
Ayutla,Cana de azucar,12,9,False,79.83,6.96,81.2,48,75.92,secundario
Ayutla,Cana de azucar,1,10,False,77.47,5.9,62.7,51,68.88,secundario
Ayutla,Cana de azucar,2,11,False,76.18,6.75,58.8,51,66.82,secundario
Ayutla,Cana de azucar,3,12,False,74.47,6.09,47.1,51,62.22,secundario
Ayutla,Cardamomo,7,1,True,83.19,11.38,75.0,48,76.0,recomendado
Ayutla,Cardamomo,11,2,True,82.29,9.79,72.9,48,74.87,recomendado
Ayutla,Cardamomo,8,3,True,79.81,9.86,68.8,48,72.01,recomendado
Ayutla,Cardamomo,10,4,False,78.48,9.02,62.5,48,69.31,secundario
Ayutla,Cardamomo,5,5,False,76.3,8.04,54.2,48,65.45,secundario
Ayutla,Cardamomo,9,6,False,74.95,8.19,47.9,48,62.68,secundario
Ayutla,Cardamomo,6,7,False,74.36,5.69,43.8,48,61.17,secundario
Ayutla,Cardamomo,4,8,False,73.28,9.53,45.8,48,60.9,secundario
Ayutla,Cardamomo,12,9,False,69.62,7.47,18.8,48,50.51,secundario
Ayutla,Cardamomo,2,10,False,61.19,6.88,7.8,51,41.78,secundario
Ayutla,Cardamomo,3,11,False,62.74,6.48,2.0,51,41.05,secundario
Ayutla,Cardamomo,1,12,False,62.55,5.61,0.0,51,40.38,secundario
Ayutla,Cebolla,12,1,True,90.09,6.5,100.0,48,88.24,recomendado
Ayutla,Cebolla,1,2,True,86.54,7.09,98.0,51,85.31,recomendado
Ayutla,Cebolla,3,3,True,85.41,6.58,94.1,51,83.42,recomendado
Ayutla,Cebolla,2,4,False,85.59,7.02,92.2,51,82.93,secundario
Ayutla,Cebolla,4,5,False,80.39,6.73,85.4,48,77.54,secundario
Ayutla,Cebolla,11,6,False,75.89,12.18,50.0,48,63.72,secundario
Ayutla,Cebolla,5,7,False,69.82,7.66,29.2,48,53.75,secundario
Ayutla,Cebolla,10,8,False,67.07,6.35,12.5,48,47.03,secundario
Ayutla,Cebolla,7,9,False,67.08,6.05,8.3,48,45.8,secundario
Ayutla,Cebolla,8,10,False,65.66,7.41,6.2,48,44.19,secundario
Ayutla,Cebolla,9,11,False,64.59,7.64,8.3,48,44.1,secundario
Ayutla,Cebolla,6,12,False,65.93,5.74,4.2,48,43.82,secundario
Ayutla,Chile,12,1,True,89.96,7.23,97.9,48,87.49,recomendado
Ayutla,Chile,4,2,True,89.28,7.47,95.8,48,86.41,recomendado
Ayutla,Chile,3,3,True,88.77,7.34,96.1,51,86.16,recomendado
Ayutla,Chile,1,4,False,87.44,7.52,96.1,51,85.29,secundario
Ayutla,Chile,2,5,False,85.17,7.54,92.2,51,82.63,secundario
Ayutla,Chile,11,6,False,84.68,10.82,77.1,48,77.63,secundario
Ayutla,Chile,7,7,False,76.5,8.13,70.8,48,70.57,secundario
Ayutla,Chile,5,8,False,78.34,8.32,66.7,48,70.51,secundario
Ayutla,Chile,9,9,False,75.35,6.92,58.3,48,66.13,secundario
Ayutla,Chile,6,10,False,75.24,5.78,50.0,48,63.62,secundario
Ayutla,Chile,10,11,False,74.49,6.37,50.0,48,63.1,secundario
Ayutla,Chile,8,12,False,74.02,7.75,45.8,48,61.48,secundario
Ayutla,Coliflor,12,1,True,78.33,8.16,62.5,48,69.26,recomendado
Ayutla,Coliflor,4,2,True,73.13,9.03,50.0,48,62.08,recomendado
Ayutla,Coliflor,1,3,True,73.96,8.4,45.1,51,61.19,recomendado
Ayutla,Coliflor,11,4,False,73.65,10.38,41.7,48,59.85,secundario
Ayutla,Coliflor,3,5,False,71.88,8.2,27.5,51,54.55,secundario
Ayutla,Coliflor,2,6,False,70.59,6.41,19.6,51,51.45,secundario
Ayutla,Coliflor,6,7,False,63.79,6.81,6.2,48,43.0,secundario
Ayutla,Coliflor,9,8,False,64.29,5.66,4.2,48,42.76,secundario
Ayutla,Coliflor,5,9,False,63.14,7.25,4.2,48,41.93,secundario
Ayutla,Coliflor,10,10,False,63.22,6.36,2.1,48,41.4,secundario
Ayutla,Coliflor,7,11,False,63.09,6.87,2.1,48,41.29,secundario
Ayutla,Coliflor,8,12,False,62.6,6.66,2.1,48,40.98,secundario
Ayutla,Espinaca,12,1,True,77.43,5.81,68.8,48,70.66,recomendado
Ayutla,Espinaca,3,2,True,73.38,7.66,37.3,51,58.49,recomendado
Ayutla,Espinaca,4,3,True,72.15,7.5,39.6,48,58.4,recomendado
Ayutla,Espinaca,1,4,False,72.08,7.75,37.3,51,57.64,secundario
Ayutla,Espinaca,11,5,False,70.39,10.57,35.4,48,55.85,secundario
Ayutla,Espinaca,2,6,False,71.06,7.02,31.4,51,55.25,secundario
Ayutla,Espinaca,9,7,False,63.14,7.44,6.2,48,42.55,secundario
Ayutla,Espinaca,10,8,False,61.3,6.76,4.2,48,40.76,secundario
Ayutla,Espinaca,6,9,False,62.01,6.13,0.0,48,40.0,secundario
Ayutla,Espinaca,5,10,False,60.7,7.01,2.1,48,39.73,secundario
Ayutla,Espinaca,8,11,False,61.56,6.09,0.0,48,39.71,secundario
Ayutla,Espinaca,7,12,False,60.8,5.09,0.0,48,39.26,secundario
Ayutla,Fresa,12,1,True,81.65,7.14,83.3,48,77.71,recomendado
Ayutla,Fresa,4,2,True,78.03,8.7,66.7,48,70.29,recomendado
Ayutla,Fresa,11,3,True,78.02,9.41,56.2,48,67.12,recomendado
Ayutla,Fresa,1,4,False,77.05,7.8,56.9,51,66.75,secundario
Ayutla,Fresa,3,5,False,75.51,8.05,47.1,51,62.8,secundario
Ayutla,Fresa,2,6,False,74.35,6.61,41.2,51,60.35,secundario
Ayutla,Fresa,5,7,False,69.15,7.04,22.9,48,51.47,secundario
Ayutla,Fresa,10,8,False,68.71,7.23,20.8,48,50.55,secundario
Ayutla,Fresa,9,9,False,68.23,6.53,14.6,48,48.4,secundario
Ayutla,Fresa,8,10,False,67.03,6.77,16.7,48,48.23,secundario
Ayutla,Fresa,7,11,False,67.34,7.16,12.5,48,47.16,secundario
Ayutla,Fresa,6,12,False,67.07,5.61,6.2,48,45.19,secundario
Ayutla,Frijol,12,1,True,89.85,6.49,97.9,48,87.45,recomendado
Ayutla,Frijol,4,2,True,88.56,7.45,95.8,48,85.94,recomendado
Ayutla,Frijol,3,3,True,87.23,7.49,98.0,51,85.74,recomendado
Ayutla,Frijol,1,4,False,87.07,7.4,96.1,51,85.05,secundario
Ayutla,Frijol,11,5,False,87.52,9.36,85.4,48,82.04,secundario
Ayutla,Frijol,2,6,False,84.0,8.0,88.2,51,80.67,secundario
Ayutla,Frijol,5,7,False,79.69,9.03,66.7,48,71.34,secundario
Ayutla,Frijol,8,8,False,74.91,7.59,50.0,48,63.31,secundario
Ayutla,Frijol,7,9,False,76.47,9.05,45.8,48,63.0,secundario
Ayutla,Frijol,9,10,False,74.77,6.43,47.9,48,62.65,secundario
Ayutla,Frijol,10,11,False,74.28,8.03,45.8,48,61.63,secundario
Ayutla,Frijol,6,12,False,73.2,6.21,37.5,48,58.52,secundario
Ayutla,Lechuga,12,1,True,76.05,7.39,45.8,48,62.81,recomendado
Ayutla,Lechuga,3,2,True,71.96,7.19,41.2,51,58.77,recomendado
Ayutla,Lechuga,1,3,True,72.06,6.44,37.3,51,57.7,recomendado
Ayutla,Lechuga,11,4,False,69.96,11.98,37.5,48,56.12,secundario
Ayutla,Lechuga,2,5,False,70.67,6.76,25.5,51,53.25,secundario
Ayutla,Lechuga,4,6,False,69.09,7.79,27.1,48,52.64,secundario
Ayutla,Lechuga,10,7,False,65.14,5.75,2.1,48,42.68,secundario
Ayutla,Lechuga,5,8,False,62.34,7.57,4.2,48,41.4,secundario
Ayutla,Lechuga,7,9,False,62.66,5.78,2.1,48,41.06,secundario
Ayutla,Lechuga,9,10,False,60.35,7.73,6.2,48,40.72,secundario
Ayutla,Lechuga,6,11,False,60.76,6.17,0.0,48,39.18,secundario
Ayutla,Lechuga,8,12,False,60.32,5.81,0.0,48,38.92,secundario
Ayutla,Limon,4,1,True,89.86,7.0,97.9,48,87.43,recomendado
Ayutla,Limon,12,2,True,86.07,6.35,97.9,48,85.0,recomendado
Ayutla,Limon,11,3,True,88.34,9.28,89.6,48,83.83,recomendado
Ayutla,Limon,1,4,False,81.83,7.15,86.3,51,78.71,secundario
Ayutla,Limon,5,5,False,82.31,8.19,81.2,48,77.46,secundario
Ayutla,Limon,3,6,False,83.42,8.86,78.4,51,77.31,secundario
Ayutla,Limon,2,7,False,80.05,6.49,78.4,51,75.24,secundario
Ayutla,Limon,8,8,False,78.4,5.95,70.8,48,71.92,secundario
Ayutla,Limon,9,9,False,78.11,7.15,70.8,48,71.66,secundario
Ayutla,Limon,10,10,False,77.51,7.15,68.8,48,70.65,secundario
Ayutla,Limon,7,11,False,79.24,8.35,62.5,48,69.84,secundario
